date, Wind power forecast, Ampirion zonal load forecast,OT
2014/12/29 2:00,802,16729.5,23
2014/12/29 3:00,789.75,16755.75,19.03
2014/12/29 4:00,769.25,17124,19.01
2014/12/29 5:00,751.75,18069.25,23.04
2014/12/29 6:00,752,20599.5,23.09
2014/12/29 7:00,730,22711.25,36.36
2014/12/29 8:00,697.75,23626,37.63
2014/12/29 9:00,696.5,23935.75,40.59
2014/12/29 10:00,667.25,24351.75,41.42
2014/12/29 11:00,602.5,24760.75,45
2014/12/29 12:00,550.5,24935.75,46.92
2014/12/29 13:00,499.75,24877.75,45.17
2014/12/29 14:00,455,24755.75,44.92
2014/12/29 15:00,424,24703.75,47.31
2014/12/29 16:00,415,24989,51.88
2014/12/29 17:00,408.5,26381.75,58.12
2014/12/29 18:00,392.25,26253.5,60.12
2014/12/29 19:00,374,25441.75,56.97
2014/12/29 20:00,360.25,24007.5,48.93
2014/12/29 21:00,366.5,23039.25,41.98
2014/12/29 22:00,375.75,22014.5,43.95
2014/12/29 23:00,383.75,20441.25,31.89
2014/12/30 0:00,308.5,19089.25,24.62
2014/12/30 1:00,309,18378.25,24.49
2014/12/30 2:00,306.5,18084.5,24.08
2014/12/30 3:00,298,18021.25,23.29
2014/12/30 4:00,288.75,18181,24.66
2014/12/30 5:00,324.25,18833.75,26.44
2014/12/30 6:00,320.25,20925.25,29.18
2014/12/30 7:00,335.25,22781,32.04
2014/12/30 8:00,320.25,23599.25,38.47
2014/12/30 9:00,286.75,23915.5,42.91
2014/12/30 10:00,329.5,24338.5,43.39
2014/12/30 11:00,263.5,24771,44.99
2014/12/30 12:00,268.5,25024,45.04
2014/12/30 13:00,260.5,24921.5,45.93
2014/12/30 14:00,286.5,24760.75,44.06
2014/12/30 15:00,286.5,24733.25,44.02
2014/12/30 16:00,313.5,25012.75,47.53
2014/12/30 17:00,283.25,26357.75,54.15
2014/12/30 18:00,301.25,26179.5,55.66
2014/12/30 19:00,292.75,25326.25,46.4
2014/12/30 20:00,329.25,23976.75,43.43
2014/12/30 21:00,277.25,22985.25,39.94
2014/12/30 22:00,308.5,21986.75,31.64
2014/12/30 23:00,324.25,20526.75,30.24
2014/12/31 0:00,881.25,14896,29.01
2014/12/31 1:00,933,14153,28.17
2014/12/31 2:00,938,13807.5,26.59
2014/12/31 3:00,938.75,13961,26.66
2014/12/31 4:00,936.75,13769.25,27.18
2014/12/31 5:00,931,14250.5,27.81
2014/12/31 6:00,927.75,15180.25,26.06
2014/12/31 7:00,929,16484.75,28.83
2014/12/31 8:00,941.5,17854.5,29.79
2014/12/31 9:00,962.5,18621,33.13
2014/12/31 10:00,976.25,19176.5,38.48
2014/12/31 11:00,973,19617.5,41.95
2014/12/31 12:00,963.25,19752.75,40.93
2014/12/31 13:00,954.5,19355.25,37.29
2014/12/31 14:00,948.5,18938.75,34.99
2014/12/31 15:00,947.25,18564,31.84
2014/12/31 16:00,950.25,18670,38.45
2014/12/31 17:00,963.75,19501.5,41.86
2014/12/31 18:00,986.75,19373.25,38.58
2014/12/31 19:00,1008.75,18796.5,31.11
2014/12/31 20:00,1031,17809.75,29.09
2014/12/31 21:00,1047.75,17380,28.82
2014/12/31 22:00,1063.5,16820.75,30.24
2014/12/31 23:00,1103.25,16130.25,28.02
2015/1/1 0:00,705.25,15152.5,25.02
2015/1/1 1:00,714.75,14447.75,18.29
2015/1/1 2:00,729.25,14148.5,16.04
2015/1/1 3:00,742,13913.25,14.6
2015/1/1 4:00,752.75,13862,14.95
2015/1/1 5:00,761.25,13798.25,14.5
2015/1/1 6:00,773.75,13768.25,10.76
2015/1/1 7:00,803.5,14312,12.01
2015/1/1 8:00,855.75,15028.25,12.39
2015/1/1 9:00,909,15932.5,14.04
2015/1/1 10:00,941.5,16730,14.68
2015/1/1 11:00,930,17704,16.08
2015/1/1 12:00,917.75,18120.25,16.08
2015/1/1 13:00,934.25,17829.75,16.05
2015/1/1 14:00,958,17667.75,16.04
2015/1/1 15:00,999.5,17439.75,16.1
2015/1/1 16:00,1062.75,17536.75,23.93
2015/1/1 17:00,1130,18472.75,26.9
2015/1/1 18:00,1213.75,18802.75,26.36
2015/1/1 19:00,1325,18820.75,23.98
2015/1/1 20:00,1441.5,18081.75,16.09
2015/1/1 21:00,1547,17817.75,14.08
2015/1/1 22:00,1658.25,17511,12.44
2015/1/1 23:00,1787.25,16322.5,0.04
2015/1/2 0:00,2104.25,14806.25,-12.11
2015/1/2 1:00,2201,14213.5,-19.63
2015/1/2 2:00,2292.5,14001,-19.37
2015/1/2 3:00,2383.5,14034.75,-31.41
2015/1/2 4:00,2466,14425.25,-46.97
2015/1/2 5:00,2533.5,15372.5,-13.48
2015/1/2 6:00,2581,17615.75,0.08
2015/1/2 7:00,2596.75,19362.25,10.06
2015/1/2 8:00,2597.75,20121,14.25
2015/1/2 9:00,2583.25,20415.75,14.56
2015/1/2 10:00,2561.5,20753.5,14.64
2015/1/2 11:00,2546.5,21275.5,15.08
2015/1/2 12:00,2537,21434,15.41
2015/1/2 13:00,2521,21350.75,14.52
2015/1/2 14:00,2479,21045,14.7
2015/1/2 15:00,2442.75,20896.25,14.66
2015/1/2 16:00,2413.5,21018.5,16.09
2015/1/2 17:00,2383.75,21833.5,25.1
2015/1/2 18:00,2352,21734.5,25.06
2015/1/2 19:00,2329.75,21029.5,19.08
2015/1/2 20:00,2309.75,19729.5,14.26
2015/1/2 21:00,2282.5,18953.5,12.22
2015/1/2 22:00,2257.5,18130.5,10.4
2015/1/2 23:00,2222.5,16717,-0.33
2015/1/3 0:00,2253.25,17603.75,-0.08
2015/1/3 1:00,2219.75,16911.5,-0.07
2015/1/3 2:00,2158,16569.25,-5.03
2015/1/3 3:00,2080,16429.5,0.01
2015/1/3 4:00,2019,16475,-0.04
2015/1/3 5:00,1990.25,16463.25,0.03
2015/1/3 6:00,1973.5,16496,-8.67
2015/1/3 7:00,1968.5,17328.75,4.46
2015/1/3 8:00,1967.25,18561.75,9.9
2015/1/3 9:00,1984.5,19675.25,14.29
2015/1/3 10:00,1986.5,20306.5,16.73
2015/1/3 11:00,1951.25,20720.5,22.31
2015/1/3 12:00,1877.5,20801.75,23.03
2015/1/3 13:00,1772.75,20613,22.4
2015/1/3 14:00,1621,20286,27.07
2015/1/3 15:00,1469.75,20272.5,29.33
2015/1/3 16:00,1354,20625.25,33.85
2015/1/3 17:00,1267.25,21752,45.96
2015/1/3 18:00,1166,21907,49.82
2015/1/3 19:00,1128.75,21303.25,47.62
2015/1/3 20:00,1165.25,20126,35.98
2015/1/3 21:00,1265.5,19622,27.26
2015/1/3 22:00,1382.25,19265.5,27.7
2015/1/3 23:00,1502.25,18131.75,14.27
2015/1/4 0:00,1750.5,15306.5,9.32
2015/1/4 1:00,1804.75,14523.25,0.02
2015/1/4 2:00,1827,14105.5,-0.04
2015/1/4 3:00,1836.25,13952.25,0.01
2015/1/4 4:00,1827,13967,0
2015/1/4 5:00,1794.5,13628.75,-0.01
2015/1/4 6:00,1753,12574.5,-3.18
2015/1/4 7:00,1706.75,12632,-0.05
2015/1/4 8:00,1666.25,14023.25,0.05
2015/1/4 9:00,1634.5,15549.25,9.62
2015/1/4 10:00,1628.25,16584.25,11.54
2015/1/4 11:00,1631.75,17614.25,14.68
2015/1/4 12:00,1630.5,17940.5,14.31
2015/1/4 13:00,1625.75,17488.75,11.18
2015/1/4 14:00,1598.5,16936.25,12.01
2015/1/4 15:00,1557.5,16673.75,14.36
2015/1/4 16:00,1513.75,16704.25,17.55
2015/1/4 17:00,1460.25,17570.5,28.94
2015/1/4 18:00,1413.5,18513.5,29.59
2015/1/4 19:00,1343,18679.25,29.42
2015/1/4 20:00,1269.5,18105.25,28.92
2015/1/4 21:00,1202.25,18031,28.66
2015/1/4 22:00,1139,17990.75,29.74
2015/1/4 23:00,1081,16856.5,24.9
2015/1/5 0:00,1030.75,17003.75,22.34
2015/1/5 1:00,1023.5,16457.25,17.93
2015/1/5 2:00,1024,16198.25,15.17
2015/1/5 3:00,1029.25,16321.75,16.38
2015/1/5 4:00,1038.25,16843.25,17.38
2015/1/5 5:00,1034,18082.75,16.38
2015/1/5 6:00,1014.5,21043,26.61
2015/1/5 7:00,986,23056,37.63
2015/1/5 8:00,950,24133.25,39.09
2015/1/5 9:00,905.75,24469.75,41.51
2015/1/5 10:00,864.75,24983.25,40.46
2015/1/5 11:00,816.25,25463.75,40.97
2015/1/5 12:00,761.25,25417,40.72
2015/1/5 13:00,686.25,25269.5,41.92
2015/1/5 14:00,599.75,24745.25,42
2015/1/5 15:00,523.5,24272.5,43.1
2015/1/5 16:00,461.75,23515,46.7
2015/1/5 17:00,402.75,23381.25,56.78
2015/1/5 18:00,356.75,23785.5,58.84
2015/1/5 19:00,317.5,23794.75,49.23
2015/1/5 20:00,289.75,22841,44.32
2015/1/5 21:00,268.75,21919,40
2015/1/5 22:00,244.5,20622,35.08
2015/1/5 23:00,227.5,19003.5,30.03
2015/1/6 0:00,197,17590.25,30.02
2015/1/6 1:00,184.75,16900.5,30.57
2015/1/6 2:00,178,16737,30.25
2015/1/6 3:00,171.75,16934.25,30.29
2015/1/6 4:00,170,17430.75,30.63
2015/1/6 5:00,179.5,18561.75,29.64
2015/1/6 6:00,199.75,21270.25,29.67
2015/1/6 7:00,223.5,23433,38.82
2015/1/6 8:00,249.25,24331.25,40.76
2015/1/6 9:00,276.5,24423.75,40.02
2015/1/6 10:00,297,24887.25,33.99
2015/1/6 11:00,305.25,25366,31.22
2015/1/6 12:00,313.5,25377.25,30.06
2015/1/6 13:00,326,25336.75,29.99
2015/1/6 14:00,357.5,25002.75,30.73
2015/1/6 15:00,408.75,24722,37.38
2015/1/6 16:00,475.75,24639.25,40.32
2015/1/6 17:00,545.5,25473.5,45.96
2015/1/6 18:00,607,25443.25,45.71
2015/1/6 19:00,645.5,25063.75,39.57
2015/1/6 20:00,660.25,23595.75,32.92
2015/1/6 21:00,661.5,22594,29.15
2015/1/6 22:00,651.5,21412.75,28.46
2015/1/6 23:00,633.5,19776.25,26.97
2015/1/7 0:00,734.75,18494.75,24.97
2015/1/7 1:00,721.25,17758,24.65
2015/1/7 2:00,693,17542.75,24.68
2015/1/7 3:00,663.25,17757.25,25.06
2015/1/7 4:00,641,18189.25,26.1
2015/1/7 5:00,616.75,19208.75,26.95
2015/1/7 6:00,598.5,21802,31.43
2015/1/7 7:00,581.75,23867.5,45.98
2015/1/7 8:00,557.75,24699,47.91
2015/1/7 9:00,531.75,24756.75,48.91
2015/1/7 10:00,512.5,25202.25,50
2015/1/7 11:00,514,25655.75,51.22
2015/1/7 12:00,524.5,25668.75,50.15
2015/1/7 13:00,524.25,25589.5,51.46
2015/1/7 14:00,522.5,25257.75,50.88
2015/1/7 15:00,524.25,24976.75,48
2015/1/7 16:00,541,24898.25,47.14
2015/1/7 17:00,583.75,25732.75,51.07
2015/1/7 18:00,653,25712.25,47.42
2015/1/7 19:00,734.25,25241.25,44.83
2015/1/7 20:00,826.5,23795,33.86
2015/1/7 21:00,929.75,22824.5,27.42
2015/1/7 22:00,1033.75,21670.25,27.02
2015/1/7 23:00,1126.5,20065.25,22.11
2015/1/8 0:00,1313,18867.75,21.92
2015/1/8 1:00,1392.5,18138.75,19.35
2015/1/8 2:00,1458.75,17886.5,16.11
2015/1/8 3:00,1519.25,18063.5,14.93
2015/1/8 4:00,1592,18473,15
2015/1/8 5:00,1658.25,19475,19.04
2015/1/8 6:00,1725.25,22137,26.17
2015/1/8 7:00,1775.5,24263.75,38.34
2015/1/8 8:00,1821.75,25045.25,37.7
2015/1/8 9:00,1872.25,25070.75,32.99
2015/1/8 10:00,1903,25429.25,31.95
2015/1/8 11:00,1914.25,25887.5,33.59
2015/1/8 12:00,1892.5,25873.75,34.37
2015/1/8 13:00,1821.25,25765.75,35.08
2015/1/8 14:00,1741.25,25439.75,34.45
2015/1/8 15:00,1691.25,25187.75,38.12
2015/1/8 16:00,1688.25,25087,32.47
2015/1/8 17:00,1719.5,25938,36.49
2015/1/8 18:00,1781,25881.5,31.82
2015/1/8 19:00,1838.5,25398.25,32.93
2015/1/8 20:00,1856.25,24013.75,29.44
2015/1/8 21:00,1903.5,23033.25,28.62
2015/1/8 22:00,1970,21870,26.71
2015/1/8 23:00,2013.5,20267,15.93
2015/1/9 0:00,2154,20135.25,11.55
2015/1/9 1:00,2135.75,19370.75,13.47
2015/1/9 2:00,2149.25,19130.25,11.23
2015/1/9 3:00,2221.25,19300.75,9.37
2015/1/9 4:00,2337.75,19744.75,10.33
2015/1/9 5:00,2481.75,20704,10.57
2015/1/9 6:00,2636,23063.75,20.08
2015/1/9 7:00,2788.25,25174,34.24
2015/1/9 8:00,2917,26257.75,29.99
2015/1/9 9:00,3003,26501.25,28.33
2015/1/9 10:00,3065.5,26962.5,28.51
2015/1/9 11:00,3081.75,27341.5,31.69
2015/1/9 12:00,3065.25,27326.75,31.11
2015/1/9 13:00,3042.75,26942,29.95
2015/1/9 14:00,3028.5,26431.25,29.17
2015/1/9 15:00,3007.5,26153,29.47
2015/1/9 16:00,2993.5,26153.75,30.09
2015/1/9 17:00,2945,27026.25,33.47
2015/1/9 18:00,2860,26796.5,32.78
2015/1/9 19:00,2766.75,25892.75,33.47
2015/1/9 20:00,2626.25,24364,30.11
2015/1/9 21:00,2539.75,23499.25,26.69
2015/1/9 22:00,2512.25,22649.5,21.64
2015/1/9 23:00,2469.75,21192.5,14.72
2015/1/10 0:00,2257.75,20052.5,17.1
2015/1/10 1:00,2197.25,19235,12.93
2015/1/10 2:00,2243.5,18869.25,13.7
2015/1/10 3:00,2343.5,18839.75,11.01
2015/1/10 4:00,2420,18887,9.08
2015/1/10 5:00,2523,18865.5,9.28
2015/1/10 6:00,2634.75,18929.75,7.19
2015/1/10 7:00,2734.25,19997.75,9.31
2015/1/10 8:00,2875.75,21460.75,11.35
2015/1/10 9:00,2985.5,22650,15.87
2015/1/10 10:00,3062.75,23417.5,15.84
2015/1/10 11:00,3107.75,23758,14.83
2015/1/10 12:00,3127.5,23678.75,15.83
2015/1/10 13:00,3130.5,23183.5,14.85
2015/1/10 14:00,3133.25,22676,11.42
2015/1/10 15:00,3116.75,22483,11.34
2015/1/10 16:00,3086.5,22708,14.15
2015/1/10 17:00,3044,23918,17.09
2015/1/10 18:00,3009.5,24045,18.87
2015/1/10 19:00,2971.25,23261,13.44
2015/1/10 20:00,2888.25,21952,15.82
2015/1/10 21:00,2796.25,21335,11.51
2015/1/10 22:00,2708.75,20943.25,11.81
2015/1/10 23:00,2615.75,19860.5,5.08
2015/1/11 0:00,2889,18363.25,0.05
2015/1/11 1:00,2864.5,17577.5,-2.06
2015/1/11 2:00,2854.5,17257,-4.11
2015/1/11 3:00,2842.25,17199.75,-5.06
2015/1/11 4:00,2859.5,17288.25,-4.12
2015/1/11 5:00,2890,17244.5,-0.74
2015/1/11 6:00,2930,17208.75,-25.02
2015/1/11 7:00,2972,17978.75,-16.94
2015/1/11 8:00,3002.25,19151,-6.86
2015/1/11 9:00,3030.25,20259.5,1.53
2015/1/11 10:00,3091,21174.5,5.61
2015/1/11 11:00,3157.25,22037,9.91
2015/1/11 12:00,3192.75,22213.75,8.71
2015/1/11 13:00,3211.5,21690.75,-0.09
2015/1/11 14:00,3207.75,21178,-0.07
2015/1/11 15:00,3176.5,20999.25,-1.8
2015/1/11 16:00,3161,21290.75,0.61
2015/1/11 17:00,3157.75,22699.5,13.51
2015/1/11 18:00,3155,23224.75,11.44
2015/1/11 19:00,3167.75,22771,14.88
2015/1/11 20:00,3191.25,21776.75,9.63
2015/1/11 21:00,3216,21325.75,9.29
2015/1/11 22:00,3237,21027,10.18
2015/1/11 23:00,3241.5,19741.25,-2
2015/1/12 0:00,2809.5,18490.75,9.3
2015/1/12 1:00,2774.75,17958.25,2.87
2015/1/12 2:00,2725.5,17833.25,0.09
2015/1/12 3:00,2681,18022.5,0.26
2015/1/12 4:00,2657,18608,2.83
2015/1/12 5:00,2661.75,19799.25,10.4
2015/1/12 6:00,2680.75,22732.25,20.03
2015/1/12 7:00,2719,25087.75,44.95
2015/1/12 8:00,2767.75,26194,44.92
2015/1/12 9:00,2820.25,26513.75,36.33
2015/1/12 10:00,2867.5,26994.75,30.41
2015/1/12 11:00,2897.5,27484.25,30.07
2015/1/12 12:00,2922,27478.25,29.33
2015/1/12 13:00,2938.5,27310,29.39
2015/1/12 14:00,2946.25,26909.5,28.98
2015/1/12 15:00,2937,26655.75,29.49
2015/1/12 16:00,2922,26591.5,28.99
2015/1/12 17:00,2890,27711.5,34.41
2015/1/12 18:00,2850,27740.5,31.69
2015/1/12 19:00,2785,26936,29.59
2015/1/12 20:00,2698.75,25404.5,27.61
2015/1/12 21:00,2605,24416.75,15.55
2015/1/12 22:00,2518.75,23162,14.91
2015/1/12 23:00,2437.75,21411.25,9.1
2015/1/13 0:00,2495,19971,9.27
2015/1/13 1:00,2427.5,19282,10.42
2015/1/13 2:00,2381.25,19028.5,11.16
2015/1/13 3:00,2356,19203.25,10.71
2015/1/13 4:00,2343.75,19690,11.26
2015/1/13 5:00,2357.75,20674.75,11.69
2015/1/13 6:00,2385.75,23117.75,21.05
2015/1/13 7:00,2405.25,25215.25,32.37
2015/1/13 8:00,2435.25,26194.5,34.21
2015/1/13 9:00,2485.25,26457.75,28.47
2015/1/13 10:00,2505.5,26909.75,26.07
2015/1/13 11:00,2504.25,27415.5,23.74
2015/1/13 12:00,2499.75,27458,23.73
2015/1/13 13:00,2471.25,27261.75,23.76
2015/1/13 14:00,2417,26763.75,25.62
2015/1/13 15:00,2328.5,26500.75,28.91
2015/1/13 16:00,2222.5,26427,34.13
2015/1/13 17:00,2121.5,27449.75,42.16
2015/1/13 18:00,2050.25,27470.75,41.99
2015/1/13 19:00,1996.75,26683.25,37.91
2015/1/13 20:00,1961,25185.75,31.41
2015/1/13 21:00,1939.75,24206.5,29.91
2015/1/13 22:00,1912.5,22938.5,27.02
2015/1/13 23:00,1871.25,21224.25,18.36
2015/1/14 0:00,1766.75,19783.75,13.25
2015/1/14 1:00,1776.5,19062.25,15.02
2015/1/14 2:00,1766,18811.75,11.99
2015/1/14 3:00,1771,18998,13.68
2015/1/14 4:00,1803.25,19463.25,13.91
2015/1/14 5:00,1880.75,20457.75,16.26
2015/1/14 6:00,1935,23067.25,27.32
2015/1/14 7:00,1957.75,25260,31.62
2015/1/14 8:00,1944.75,26252,34.74
2015/1/14 9:00,1959.75,26415.25,32.41
2015/1/14 10:00,1985.25,26889,29.71
2015/1/14 11:00,1987,27395.75,30.32
2015/1/14 12:00,1994.5,27378.75,29.7
2015/1/14 13:00,1934.25,27246.75,29.28
2015/1/14 14:00,1819.5,26812.75,30.63
2015/1/14 15:00,1737.25,26573.25,35.61
2015/1/14 16:00,1694,26446,37.8
2015/1/14 17:00,1645.25,27377,44.69
2015/1/14 18:00,1626,27432.75,43.23
2015/1/14 19:00,1597.75,26565,34.51
2015/1/14 20:00,1549.5,25166.25,29.44
2015/1/14 21:00,1521.5,24274.5,27.96
2015/1/14 22:00,1518.25,23096,23.73
2015/1/14 23:00,1533.5,21397.5,16.29
2015/1/15 0:00,1437,20175,24.36
2015/1/15 1:00,1452.5,19431.25,21.59
2015/1/15 2:00,1488.75,19177,15.46
2015/1/15 3:00,1579.75,19403.5,15.44
2015/1/15 4:00,1719.25,19891.25,15.43
2015/1/15 5:00,1897.75,20912.75,15.47
2015/1/15 6:00,2091.5,23530.75,27.69
2015/1/15 7:00,2273.25,25825,33.89
2015/1/15 8:00,2428.75,26928.25,34.79
2015/1/15 9:00,2557.5,27120.75,30.9
2015/1/15 10:00,2643,27611.25,29.97
2015/1/15 11:00,2682,28127.5,29.42
2015/1/15 12:00,2704.25,28091.5,27.02
2015/1/15 13:00,2702.25,27935,26.18
2015/1/15 14:00,2686.75,27424,26.53
2015/1/15 15:00,2649.25,27109.75,28.21
2015/1/15 16:00,2595.75,26937.75,29.37
2015/1/15 17:00,2544,27828.5,32.54
2015/1/15 18:00,2483.5,27770.5,32.67
2015/1/15 19:00,2407.75,26873.25,30.49
2015/1/15 20:00,2312.5,25458,28.32
2015/1/15 21:00,2211,24565.75,22.05
2015/1/15 22:00,2114,23343.5,19.01
2015/1/15 23:00,2045.25,21588,12.01
2015/1/16 0:00,2204.5,20181,9.78
2015/1/16 1:00,2143.5,19468.25,11.64
2015/1/16 2:00,2064.25,19172.5,9.72
2015/1/16 3:00,1975,19307,10.56
2015/1/16 4:00,1883.5,19642.25,14.11
2015/1/16 5:00,1800,20539.75,16.02
2015/1/16 6:00,1712,23149.5,24.71
2015/1/16 7:00,1599.25,25394,34.04
2015/1/16 8:00,1460.75,26303.25,37.71
2015/1/16 9:00,1323.75,26424.25,36.92
2015/1/16 10:00,1188,26759.75,37.99
2015/1/16 11:00,1041.25,27069.75,39.97
2015/1/16 12:00,894.25,27015,39.95
2015/1/16 13:00,744.25,26657.5,40.02
2015/1/16 14:00,610.75,26154,41.83
2015/1/16 15:00,504,25829.75,44.05
2015/1/16 16:00,429.5,25678.75,47.1
2015/1/16 17:00,392.5,26597.75,52.49
2015/1/16 18:00,372.75,26719.25,53.54
2015/1/16 19:00,358.75,25911,48.02
2015/1/16 20:00,347,24396.75,41.51
2015/1/16 21:00,349,23536.5,37.92
2015/1/16 22:00,361.75,22696.75,35.64
2015/1/16 23:00,361.75,21314.75,28.79
2015/1/17 0:00,672.5,19354,29.03
2015/1/17 1:00,666.75,18558.25,27.47
2015/1/17 2:00,669.75,18153.25,28.06
2015/1/17 3:00,688.75,18148.75,27.92
2015/1/17 4:00,703.5,18202.5,27.05
2015/1/17 5:00,709.75,18191.5,27.24
2015/1/17 6:00,713.5,18690.75,27.34
2015/1/17 7:00,718,19945.5,27.74
2015/1/17 8:00,731.25,21246.25,29.73
2015/1/17 9:00,756.25,22196.25,35.05
2015/1/17 10:00,774.25,22803.75,38.81
2015/1/17 11:00,794,23002.5,38.89
2015/1/17 12:00,813.75,22850,34.99
2015/1/17 13:00,816.5,22389.25,31.96
2015/1/17 14:00,806.75,21825.5,30.07
2015/1/17 15:00,798,21590.5,31.27
2015/1/17 16:00,801.5,21696.25,33.84
2015/1/17 17:00,818,23081.5,42.44
2015/1/17 18:00,856.5,23483.75,44.9
2015/1/17 19:00,916,22799.25,34.24
2015/1/17 20:00,973,21504,28.95
2015/1/17 21:00,1019.25,20855.25,27.02
2015/1/17 22:00,1056,20379.75,27.46
2015/1/17 23:00,1078.75,19259.5,24.5
2015/1/18 0:00,691.75,18397.75,23.35
2015/1/18 1:00,700.5,17639.25,21.19
2015/1/18 2:00,707.25,17271.5,22.24
2015/1/18 3:00,713.5,17163.75,22.31
2015/1/18 4:00,720,17136.5,22.32
2015/1/18 5:00,727.25,16931.25,22.11
2015/1/18 6:00,732.75,16817.5,14.12
2015/1/18 7:00,739.5,17564.25,15.17
2015/1/18 8:00,740.25,18627.25,19.07
2015/1/18 9:00,719.75,19684.5,24.94
2015/1/18 10:00,669.5,20595.25,27.2
2015/1/18 11:00,601,21429.5,28.22
2015/1/18 12:00,528,21645.5,28.15
2015/1/18 13:00,459.5,21119.25,27.85
2015/1/18 14:00,403,20625.5,28.17
2015/1/18 15:00,363.5,20460.5,29.91
2015/1/18 16:00,354.5,20604.5,30.44
2015/1/18 17:00,373.5,22053.75,38.42
2015/1/18 18:00,397.75,22936.25,42.46
2015/1/18 19:00,413.25,22434,39.8
2015/1/18 20:00,407,21576.5,30.54
2015/1/18 21:00,391.5,21258,30.4
2015/1/18 22:00,371,21102.5,31
2015/1/18 23:00,344.75,19824.75,28.42
2015/1/19 0:00,299.5,18617.25,27.92
2015/1/19 1:00,266.25,18045.5,27.76
2015/1/19 2:00,234,17818.25,28.25
2015/1/19 3:00,207.75,17895,28.41
2015/1/19 4:00,191.75,18280,28.07
2015/1/19 5:00,189,19348.75,29.63
2015/1/19 6:00,196.5,22399,42.87
2015/1/19 7:00,211.5,24860.25,52.07
2015/1/19 8:00,227.25,25764.5,56.49
2015/1/19 9:00,231.5,25837.5,52.38
2015/1/19 10:00,210.75,26223.75,48.84
2015/1/19 11:00,167.5,26617.75,47.95
2015/1/19 12:00,132,26634.25,44.97
2015/1/19 13:00,115.75,26538.5,47.95
2015/1/19 14:00,122,26237.5,47.72
2015/1/19 15:00,146.75,26006,47.43
2015/1/19 16:00,187,25664.75,48.19
2015/1/19 17:00,229.25,26644.5,52.16
2015/1/19 18:00,259.5,27066.25,56.26
2015/1/19 19:00,272.5,26292,52.96
2015/1/19 20:00,270.5,24910.5,45
2015/1/19 21:00,254.25,24027.75,40
2015/1/19 22:00,227.75,22962,37.53
2015/1/19 23:00,210,21302.75,31.07
2015/1/20 0:00,144.75,19396.5,31.93
2015/1/20 1:00,134.25,18737,31.08
2015/1/20 2:00,124,18421.25,29.92
2015/1/20 3:00,115.5,18475.75,29.97
2015/1/20 4:00,111.5,18778,31.02
2015/1/20 5:00,112,19657.25,34.81
2015/1/20 6:00,116,22335,39.4
2015/1/20 7:00,116.75,24545.5,53.39
2015/1/20 8:00,115,25353.25,58.88
2015/1/20 9:00,112.25,25393.5,58.8
2015/1/20 10:00,106,25707.25,57.34
2015/1/20 11:00,99.75,25959.5,57.46
2015/1/20 12:00,96.25,25971,53.53
2015/1/20 13:00,91.75,25798.75,52.93
2015/1/20 14:00,87.25,25435.5,52.38
2015/1/20 15:00,89,25220.75,52.1
2015/1/20 16:00,97.25,24947.75,51.04
2015/1/20 17:00,109.25,26007.75,58.55
2015/1/20 18:00,123.5,26437.25,66.65
2015/1/20 19:00,137.25,25716.25,56.02
2015/1/20 20:00,153.75,24383.75,50.01
2015/1/20 21:00,167,23422.5,42.73
2015/1/20 22:00,173.25,22284.75,42.02
2015/1/20 23:00,172.25,20745.25,36.93
2015/1/21 0:00,141.75,19647,31.08
2015/1/21 1:00,145.75,18973,32.07
2015/1/21 2:00,150,18636.25,31.53
2015/1/21 3:00,158.5,18716.5,31.2
2015/1/21 4:00,162,19036.5,33.27
2015/1/21 5:00,164.5,19932.5,35.07
2015/1/21 6:00,166,22617.75,43.71
2015/1/21 7:00,169,24848.5,54.12
2015/1/21 8:00,177.75,25679,58.39
2015/1/21 9:00,198,25709.25,56.6
2015/1/21 10:00,202.5,26027,54.96
2015/1/21 11:00,194.75,26281,53.99
2015/1/21 12:00,174.5,26266.75,48.49
2015/1/21 13:00,158.5,26071.75,49.59
2015/1/21 14:00,160.25,25714.25,48
2015/1/21 15:00,185,25487.75,50
2015/1/21 16:00,231.25,25203,51.02
2015/1/21 17:00,300.75,26218.25,55.47
2015/1/21 18:00,368.25,26707.5,57.1
2015/1/21 19:00,415,25944.5,51.95
2015/1/21 20:00,425.75,24618.25,43.22
2015/1/21 21:00,419,23714.75,38.98
2015/1/21 22:00,411.75,22641.75,38.38
2015/1/21 23:00,400.5,21059,31.51
2015/1/22 0:00,452.25,20116,29.67
2015/1/22 1:00,446.25,19427.5,29.93
2015/1/22 2:00,438.25,19087,29
2015/1/22 3:00,425.75,19134.5,28.96
2015/1/22 4:00,413,19398.75,29.38
2015/1/22 5:00,407.75,20255,31.09
2015/1/22 6:00,407.25,22898.75,36.92
2015/1/22 7:00,410.25,25207,48.42
2015/1/22 8:00,409.25,26061.25,53.79
2015/1/22 9:00,404.75,26146.25,50.52
2015/1/22 10:00,389.5,26444.75,50.53
2015/1/22 11:00,355.75,26719.25,49.89
2015/1/22 12:00,317.5,26747.5,52.44
2015/1/22 13:00,288,26547,54.01
2015/1/22 14:00,284,26205.25,51.54
2015/1/22 15:00,290.5,25965,49.99
2015/1/22 16:00,299.25,25637.25,51.99
2015/1/22 17:00,305,26601.25,59.2
2015/1/22 18:00,309.5,26964.5,56.99
