date, Generation forecast, System load forecast,OT
2014/9/5 4:00,49821,36083,19.53
2014/9/5 5:00,50255,36823,27.13
2014/9/5 6:00,53078,39946,37.05
2014/9/5 7:00,55529,45474,44.51
2014/9/5 8:00,56949,49018,47.03
2014/9/5 9:00,58002,51065,46.24
2014/9/5 10:00,59067,52537,46.01
2014/9/5 11:00,59764,53005,46.59
2014/9/5 12:00,60045,53828,47.01
2014/9/5 13:00,59704,54364,42.2
2014/9/5 14:00,59280,52255,40.97
2014/9/5 15:00,58278,50834,38.38
2014/9/5 16:00,57264,49243,36.8
2014/9/5 17:00,57076,47993,38.88
2014/9/5 18:00,57675,48089,41.45
2014/9/5 19:00,57499,49019,42.36
2014/9/5 20:00,56931,47539,42.6
2014/9/5 21:00,55774,48098,39.14
2014/9/5 22:00,54119,45355,40.99
2014/9/5 23:00,54866,49043,40.07
2014/9/6 0:00,52939,46024,31.63
2014/9/6 1:00,50512,40740,29.26
2014/9/6 2:00,49820,40419,28.22
2014/9/6 3:00,47212,36802,27.55
2014/9/6 4:00,46930,34942,25.7
2014/9/6 5:00,46940,33973,25.68
2014/9/6 6:00,47362,35018,27.78
2014/9/6 7:00,48916,35411,28.54
2014/9/6 8:00,51265,37080,32.31
2014/9/6 9:00,53221,40018,35.04
2014/9/6 10:00,54280,42528,34.9
2014/9/6 11:00,54601,43520,34.24
2014/9/6 12:00,54391,45537,32.92
2014/9/6 13:00,54169,47365,32.09
2014/9/6 14:00,53042,43957,30.71
2014/9/6 15:00,52038,42491,27.95
2014/9/6 16:00,52342,41315,29.22
2014/9/6 17:00,53162,40481,33.6
2014/9/6 18:00,53414,41164,35.78
2014/9/6 19:00,53821,42095,37.04
2014/9/6 20:00,53365,41620,37.96
2014/9/6 21:00,53449,42851,34.7
2014/9/6 22:00,52139,41416,34.35
2014/9/6 23:00,52866,45412,32.38
2014/9/7 0:00,50318,43605,29.13
2014/9/7 1:00,47625,38594,25.06
2014/9/7 2:00,46212,38151,23.83
2014/9/7 3:00,45247,34487,22.87
2014/9/7 4:00,44599,32725,19.94
2014/9/7 5:00,44380,31661,18.09
2014/9/7 6:00,44673,32336,18.93
2014/9/7 7:00,44372,31781,16.71
2014/9/7 8:00,44893,32845,23.97
2014/9/7 9:00,46412,35090,28.15
2014/9/7 10:00,48484,37844,28.08
2014/9/7 11:00,50837,39839,31.14
2014/9/7 12:00,51205,42325,29.8
2014/9/7 13:00,50639,43688,27.61
2014/9/7 14:00,49156,39780,25.92
2014/9/7 15:00,48657,38235,25.99
2014/9/7 16:00,48752,36890,26.45
2014/9/7 17:00,49215,36196,29.32
2014/9/7 18:00,50699,37517,33.93
2014/9/7 19:00,51107,39688,36.97
2014/9/7 20:00,51255,40942,39.84
2014/9/7 21:00,51889,43343,38.07
2014/9/7 22:00,51093,41702,37.29
2014/9/7 23:00,52095,45268,36.33
2014/9/8 0:00,52966,42820,27.72
2014/9/8 1:00,51230,38108,24.99
2014/9/8 2:00,50998,37847,24.18
2014/9/8 3:00,49458,34868,14.88
2014/9/8 4:00,49021,33880,15.71
2014/9/8 5:00,50220,34619,25.45
2014/9/8 6:00,53578,38414,39.41
2014/9/8 7:00,57030,42678,45.69
2014/9/8 8:00,58085,46572,48.78
2014/9/8 9:00,58968,49441,45.18
2014/9/8 10:00,59480,51537,43.29
2014/9/8 11:00,59527,52179,43.21
2014/9/8 12:00,59908,53544,43.53
2014/9/8 13:00,59874,54274,42.77
2014/9/8 14:00,59579,52301,45.13
2014/9/8 15:00,58515,51650,45.07
2014/9/8 16:00,57854,50606,45.54
2014/9/8 17:00,57503,49208,43.93
2014/9/8 18:00,58099,49033,48.26
2014/9/8 19:00,58380,50647,46.93
2014/9/8 20:00,58366,49638,51.02
2014/9/8 21:00,57913,49412,43.21
2014/9/8 22:00,55585,46773,38.11
2014/9/8 23:00,56278,50098,36.59
2014/9/9 0:00,53739,47296,31.42
2014/9/9 1:00,51497,42382,30.54
2014/9/9 2:00,51225,41809,27.9
2014/9/9 3:00,50854,38856,25.49
2014/9/9 4:00,50474,37384,24.51
2014/9/9 5:00,50602,37761,29.29
2014/9/9 6:00,54218,40809,37.95
2014/9/9 7:00,57538,45902,45.76
2014/9/9 8:00,59042,49608,48.66
2014/9/9 9:00,59774,51061,47.01
2014/9/9 10:00,59714,52851,46.75
2014/9/9 11:00,60271,53667,44.62
2014/9/9 12:00,60327,54917,44.07
2014/9/9 13:00,60245,55595,42.56
2014/9/9 14:00,60274,54059,42.07
2014/9/9 15:00,59477,52720,38.44
2014/9/9 16:00,58942,51732,36.98
2014/9/9 17:00,58313,50233,41.25
2014/9/9 18:00,58523,50559,45.38
2014/9/9 19:00,58616,51795,45.9
2014/9/9 20:00,58979,50096,46.9
2014/9/9 21:00,57918,50084,41.89
2014/9/9 22:00,55899,47127,37.89
2014/9/9 23:00,56305,50299,32.81
2014/9/10 0:00,53957,47329,30.12
2014/9/10 1:00,51628,42180,27.96
2014/9/10 2:00,52064,41893,24.31
2014/9/10 3:00,51138,38673,22.92
2014/9/10 4:00,51102,37483,11.18
2014/9/10 5:00,51058,37907,27.95
2014/9/10 6:00,54478,40933,37.28
2014/9/10 7:00,57841,46134,44.46
2014/9/10 8:00,59476,49380,46.48
2014/9/10 9:00,60525,51727,46.17
2014/9/10 10:00,60946,53469,44.01
2014/9/10 11:00,61207,53761,44.22
2014/9/10 12:00,61358,54733,42.45
2014/9/10 13:00,61077,55738,41.4
2014/9/10 14:00,61216,53943,40.98
2014/9/10 15:00,60387,52875,39.97
2014/9/10 16:00,59126,51730,38.55
2014/9/10 17:00,59329,50437,42.98
2014/9/10 18:00,59505,49928,44.04
2014/9/10 19:00,59800,51776,46.24
2014/9/10 20:00,58614,50058,56.23
2014/9/10 21:00,57648,50278,42.88
2014/9/10 22:00,56078,46682,40.96
2014/9/10 23:00,56550,49955,37.29
2014/9/11 0:00,54853,47074,30.14
2014/9/11 1:00,53922,41799,25.09
2014/9/11 2:00,51899,41378,25.3
2014/9/11 3:00,50987,38471,20.4
2014/9/11 4:00,50320,36892,17.91
2014/9/11 5:00,51177,37468,26.8
2014/9/11 6:00,55380,40850,37.57
2014/9/11 7:00,59419,47272,45.96
2014/9/11 8:00,60701,50121,47.67
2014/9/11 9:00,61860,52069,48.11
2014/9/11 10:00,62427,53331,45.85
2014/9/11 11:00,62592,53653,45.96
2014/9/11 12:00,62460,54638,44.42
2014/9/11 13:00,61993,55301,42.47
2014/9/11 14:00,62075,53892,41.05
2014/9/11 15:00,61639,52697,39.66
2014/9/11 16:00,61002,51604,38.48
2014/9/11 17:00,60266,50128,41.46
2014/9/11 18:00,60343,50301,45.91
2014/9/11 19:00,60458,52032,47.1
2014/9/11 20:00,59114,49976,46.18
2014/9/11 21:00,58331,49872,42.64
2014/9/11 22:00,56415,46583,37.8
2014/9/11 23:00,55928,49978,36.29
2014/9/12 0:00,53550,47088,31.57
2014/9/12 1:00,51195,41730,28.99
2014/9/12 2:00,49976,41513,29.32
2014/9/12 3:00,48542,38392,24.3
2014/9/12 4:00,48616,37080,23.08
2014/9/12 5:00,48814,37543,27.59
2014/9/12 6:00,53095,40943,38.76
2014/9/12 7:00,57704,47287,44.94
2014/9/12 8:00,59316,50251,47.39
2014/9/12 9:00,60339,52442,47.8
2014/9/12 10:00,61078,53505,47.32
2014/9/12 11:00,60933,53634,47.09
2014/9/12 12:00,61239,54233,46.24
2014/9/12 13:00,60727,55025,42.91
2014/9/12 14:00,59819,52607,39.34
2014/9/12 15:00,57748,51494,38.1
2014/9/12 16:00,57111,49803,35.85
2014/9/12 17:00,56707,48449,37.79
2014/9/12 18:00,56685,48429,39.32
2014/9/12 19:00,56918,49727,40.97
2014/9/12 20:00,56466,48373,40.25
2014/9/12 21:00,55037,48793,35.62
2014/9/12 22:00,53537,45678,35.26
2014/9/12 23:00,54213,49206,35.44
2014/9/13 0:00,50571,46230,29.83
2014/9/13 1:00,48038,40883,26.56
2014/9/13 2:00,48110,40538,23.8
2014/9/13 3:00,46868,37036,19.05
2014/9/13 4:00,46613,35352,15.26
2014/9/13 5:00,46692,34473,20.97
2014/9/13 6:00,47663,35657,26.24
2014/9/13 7:00,49042,37178,28.79
2014/9/13 8:00,51338,38379,31.87
2014/9/13 9:00,54156,41403,35.26
2014/9/13 10:00,55623,43385,36.94
2014/9/13 11:00,56461,44223,37.04
2014/9/13 12:00,56303,45746,36.97
2014/9/13 13:00,56140,47959,35.53
2014/9/13 14:00,53923,44228,31.87
2014/9/13 15:00,52384,43267,30.14
2014/9/13 16:00,52129,41786,28.12
2014/9/13 17:00,52598,40577,30.29
2014/9/13 18:00,53362,41158,32.27
2014/9/13 19:00,54138,42718,35.01
2014/9/13 20:00,54452,42343,36.7
2014/9/13 21:00,53165,43707,32.22
2014/9/13 22:00,51713,41480,31.37
2014/9/13 23:00,51919,45568,28.36
2014/9/14 0:00,49397,43646,25.33
2014/9/14 1:00,47365,38617,21.89
2014/9/14 2:00,46204,38014,17.08
2014/9/14 3:00,43162,34556,15.16
2014/9/14 4:00,43175,32993,14.3
2014/9/14 5:00,44286,31989,13.83
2014/9/14 6:00,44041,32783,16.07
2014/9/14 7:00,44940,33136,18.41
2014/9/14 8:00,46814,33573,20
2014/9/14 9:00,49384,35846,27.65
2014/9/14 10:00,50952,38050,31.11
2014/9/14 11:00,52265,39999,35
2014/9/14 12:00,53132,42037,34.35
2014/9/14 13:00,52140,43901,27.15
2014/9/14 14:00,49988,39801,23.07
2014/9/14 15:00,49476,38619,20.61
2014/9/14 16:00,48979,36999,22.02
2014/9/14 17:00,49255,36352,25.12
2014/9/14 18:00,51297,37382,28.55
2014/9/14 19:00,53572,39912,37.02
2014/9/14 20:00,54485,41464,40.49
2014/9/14 21:00,54076,43993,35.9
2014/9/14 22:00,53494,41474,33.44
2014/9/14 23:00,51804,45138,27.33
2014/9/15 0:00,48830,42611,25.74
2014/9/15 1:00,47147,37974,20.93
2014/9/15 2:00,46571,37545,15.17
2014/9/15 3:00,44863,34696,15.24
2014/9/15 4:00,44772,33692,14.32
2014/9/15 5:00,46545,34720,21.02
2014/9/15 6:00,51869,38531,40.45
2014/9/15 7:00,55532,44202,45.01
2014/9/15 8:00,56450,47209,47.92
2014/9/15 9:00,57462,49971,48.37
2014/9/15 10:00,58364,51525,49
2014/9/15 11:00,58512,52298,49.2
2014/9/15 12:00,58605,53257,47.75
2014/9/15 13:00,58246,54060,48.95
2014/9/15 14:00,58229,52159,48.56
2014/9/15 15:00,57335,51743,46.74
2014/9/15 16:00,56577,50495,44.93
2014/9/15 17:00,56347,48928,43.96
2014/9/15 18:00,56340,48837,46.97
2014/9/15 19:00,56804,50584,49.95
2014/9/15 20:00,56627,49760,48.41
2014/9/15 21:00,55288,49610,41.48
2014/9/15 22:00,53854,46222,41.93
2014/9/15 23:00,54331,49393,38.43
2014/9/16 0:00,52640,46869,30.99
2014/9/16 1:00,50211,41702,25.5
2014/9/16 2:00,49460,41159,25.55
2014/9/16 3:00,48952,38346,22.01
2014/9/16 4:00,48506,36851,23.82
2014/9/16 5:00,48778,37389,28.04
2014/9/16 6:00,53936,40632,38.96
2014/9/16 7:00,58066,46654,50.24
2014/9/16 8:00,59144,49505,54.12
2014/9/16 9:00,60277,51313,52.07
2014/9/16 10:00,60327,52622,47.96
2014/9/16 11:00,61285,53417,46.11
2014/9/16 12:00,60724,54454,47.23
2014/9/16 13:00,60753,55302,47.44
2014/9/16 14:00,60259,53646,46.91
2014/9/16 15:00,59676,52752,45
2014/9/16 16:00,58699,51673,43.42
2014/9/16 17:00,58387,50404,45.72
2014/9/16 18:00,58614,50405,46.59
2014/9/16 19:00,59397,51838,47.51
2014/9/16 20:00,59514,50704,48.44
2014/9/16 21:00,57407,50621,41.19
2014/9/16 22:00,55680,46875,40.75
2014/9/16 23:00,55940,49906,38.34
2014/9/17 0:00,53790,47052,27.02
2014/9/17 1:00,50888,41664,23.06
2014/9/17 2:00,50814,41420,20.01
2014/9/17 3:00,49684,38428,13.95
2014/9/17 4:00,49414,37253,18.99
2014/9/17 5:00,50393,37753,25.73
2014/9/17 6:00,53505,40935,37.39
2014/9/17 7:00,57713,47149,43.93
2014/9/17 8:00,59054,49882,46.88
2014/9/17 9:00,59805,51882,45.96
2014/9/17 10:00,59425,53151,45.62
2014/9/17 11:00,59654,53672,48.09
2014/9/17 12:00,60061,54584,52.5
2014/9/17 13:00,59714,55665,53.08
2014/9/17 14:00,59400,53694,54.87
2014/9/17 15:00,58477,53098,48.08
2014/9/17 16:00,57566,51800,46.09
2014/9/17 17:00,57442,50677,42.89
2014/9/17 18:00,58169,50148,46.42
2014/9/17 19:00,58936,51933,49
2014/9/17 20:00,58911,50973,48.12
2014/9/17 21:00,57060,50748,41
2014/9/17 22:00,55705,46721,42.92
2014/9/17 23:00,55769,49900,42.92
2014/9/18 0:00,53446,46980,28.37
2014/9/18 1:00,51679,41721,25.01
2014/9/18 2:00,51554,41361,22.05
2014/9/18 3:00,50387,38537,17.03
2014/9/18 4:00,50375,36961,18.84
2014/9/18 5:00,50650,37628,25.1
2014/9/18 6:00,54137,41073,41.03
2014/9/18 7:00,57908,47938,49.71
2014/9/18 8:00,59137,50407,47.76
2014/9/18 9:00,59990,52243,46.36
2014/9/18 10:00,60143,53150,47.04
2014/9/18 11:00,60630,53673,49.9
2014/9/18 12:00,60617,54690,48.7
2014/9/18 13:00,60650,55472,47.95
2014/9/18 14:00,60303,53732,47.93
2014/9/18 15:00,59254,52794,47.31
2014/9/18 16:00,58503,51764,45.74
2014/9/18 17:00,58429,50532,45.09
2014/9/18 18:00,58333,50562,46.92
2014/9/18 19:00,59696,52129,50.24
2014/9/18 20:00,59733,51209,49.19
2014/9/18 21:00,57578,50396,41.38
2014/9/18 22:00,56032,46740,42.65
2014/9/18 23:00,56085,50024,40.06
2014/9/19 0:00,52434,47022,33.11
2014/9/19 1:00,50500,41503,30.17
2014/9/19 2:00,50699,41304,28.01
2014/9/19 3:00,49489,38293,23.08
2014/9/19 4:00,48804,37011,24.41
2014/9/19 5:00,50494,37579,29.65
2014/9/19 6:00,53171,40933,41.84
2014/9/19 7:00,57400,47765,50.1
2014/9/19 8:00,58616,50352,50.28
2014/9/19 9:00,59465,52287,50.86
2014/9/19 10:00,59488,53479,49.73
2014/9/19 11:00,59725,53763,48.76
2014/9/19 12:00,59373,54496,48.51
2014/9/19 13:00,59039,55194,47.91
2014/9/19 14:00,58762,52876,46.47
2014/9/19 15:00,57925,51866,40.41
2014/9/19 16:00,56962,50371,41.47
2014/9/19 17:00,57779,49204,47.29
2014/9/19 18:00,58007,49263,49.79
2014/9/19 19:00,58354,50227,49
2014/9/19 20:00,58065,49694,48.96
2014/9/19 21:00,56855,49187,46.1
2014/9/19 22:00,54843,45990,43.28
2014/9/19 23:00,54268,49472,41.51
2014/9/20 0:00,51412,46390,36.81
2014/9/20 1:00,48337,40706,32.03
2014/9/20 2:00,47869,40189,30.18
2014/9/20 3:00,46376,36826,27.85
2014/9/20 4:00,46085,35111,24.91
2014/9/20 5:00,45572,34444,28.9
2014/9/20 6:00,46618,35638,29.92
2014/9/20 7:00,48085,37716,33.45
2014/9/20 8:00,49215,38692,38.22
2014/9/20 9:00,51006,41801,42.05
2014/9/20 10:00,52682,44107,41.85
2014/9/20 11:00,53529,44862,43.17
2014/9/20 12:00,53664,46506,43.71
2014/9/20 13:00,53381,48449,38.81
2014/9/20 14:00,52808,44927,40.24
2014/9/20 15:00,51717,43717,38.16
2014/9/20 16:00,50998,42402,36.94
2014/9/20 17:00,51575,41269,41.94
2014/9/20 18:00,53011,42202,46.42
2014/9/20 19:00,53767,43536,49.37
2014/9/20 20:00,54267,43949,47.52
2014/9/20 21:00,52509,43965,40.95
2014/9/20 22:00,51753,41609,43.93
2014/9/20 23:00,52838,45629,43.54
2014/9/21 0:00,50341,43700,35.07
2014/9/21 1:00,47715,38765,32.45
2014/9/21 2:00,47120,38055,29.18
2014/9/21 3:00,45493,34596,25.86
2014/9/21 4:00,44894,32773,22.13
2014/9/21 5:00,44766,32029,22.98
2014/9/21 6:00,44089,32841,23.08
2014/9/21 7:00,45038,33919,24.01
2014/9/21 8:00,45808,34110,22.26
2014/9/21 9:00,48284,36523,27.13
2014/9/21 10:00,50024,38974,30.06
2014/9/21 11:00,52216,40782,33.93
2014/9/21 12:00,52191,42905,33.62
2014/9/21 13:00,50741,44664,29.99
2014/9/21 14:00,48965,40516,24.97
2014/9/21 15:00,47854,39032,20.53
2014/9/21 16:00,47646,37625,22.35
2014/9/21 17:00,47727,36759,26.77
2014/9/21 18:00,49929,38006,33.16
2014/9/21 19:00,51851,40672,38.06
2014/9/21 20:00,53127,42859,39.01
2014/9/21 21:00,51866,43862,33.07
2014/9/21 22:00,50739,41344,32.79
2014/9/21 23:00,51559,44982,35.47
2014/9/22 0:00,49953,42641,30.94
2014/9/22 1:00,47826,38025,27.21
2014/9/22 2:00,46401,37676,26.01
2014/9/22 3:00,43603,34839,14.02
2014/9/22 4:00,43819,33354,10.83
2014/9/22 5:00,45138,34628,20.03
2014/9/22 6:00,50371,38393,37.75
2014/9/22 7:00,53512,45037,51.24
2014/9/22 8:00,55052,47903,51.43
2014/9/22 9:00,56696,50159,50.99
2014/9/22 10:00,57701,51842,49.31
2014/9/22 11:00,58272,52606,50.47
2014/9/22 12:00,59018,53673,51.24
2014/9/22 13:00,59092,54341,49.14
2014/9/22 14:00,58656,52465,48.76
2014/9/22 15:00,58026,51710,47.95
2014/9/22 16:00,57091,50417,47.34
2014/9/22 17:00,56079,48430,46.66
2014/9/22 18:00,56035,48687,48.08
2014/9/22 19:00,57154,50743,50.83
2014/9/22 20:00,57820,50782,50.34
2014/9/22 21:00,55902,49253,46.34
2014/9/22 22:00,54717,45827,44.58
2014/9/22 23:00,55356,48973,41.6
2014/9/23 0:00,50648,46454,32.63
2014/9/23 1:00,48735,41603,26.51
2014/9/23 2:00,47549,41174,25.04
2014/9/23 3:00,47266,38443,23.03
2014/9/23 4:00,46875,36754,25.23
2014/9/23 5:00,47779,37606,28.88
2014/9/23 6:00,51115,40878,44.37
2014/9/23 7:00,55507,47749,52.5
2014/9/23 8:00,56378,50382,50.94
2014/9/23 9:00,57029,51923,48.84
2014/9/23 10:00,57551,52960,47.76
2014/9/23 11:00,58537,53703,46.1
2014/9/23 12:00,59411,54646,44.06
2014/9/23 13:00,59680,55249,42.56
2014/9/23 14:00,58771,53362,43
2014/9/23 15:00,57741,52329,42.55
2014/9/23 16:00,56482,50957,41
2014/9/23 17:00,56349,49339,45.88
2014/9/23 18:00,57255,49579,49.55
2014/9/23 19:00,58244,51559,69.3
2014/9/23 20:00,58634,51407,64.94
2014/9/23 21:00,56924,49771,47.33
2014/9/23 22:00,54902,46122,41.99
2014/9/23 23:00,54721,49064,37.75
2014/9/24 0:00,51355,46521,40.43
2014/9/24 1:00,48773,41402,33.67
2014/9/24 2:00,47873,41025,29.1
2014/9/24 3:00,47570,38270,25.96
2014/9/24 4:00,47484,36963,26.17
2014/9/24 5:00,47858,37557,28.89
2014/9/24 6:00,50553,40711,41.57
2014/9/24 7:00,54716,47478,52.43
2014/9/24 8:00,55825,50253,54.01
2014/9/24 9:00,56992,52308,57.78
2014/9/24 10:00,57995,53562,55.49
2014/9/24 11:00,59173,54112,57.84
2014/9/24 12:00,59698,54512,51.56
2014/9/24 13:00,59459,55211,53.65
2014/9/24 14:00,58647,53105,50.26
2014/9/24 15:00,57276,51994,48.26
2014/9/24 16:00,56357,50446,47.05
2014/9/24 17:00,56233,48923,46.91
2014/9/24 18:00,56224,49094,59.17
2014/9/24 19:00,57854,51443,59.92
2014/9/24 20:00,58085,51551,52.1
2014/9/24 21:00,55738,49574,48.36
2014/9/24 22:00,54621,45772,48.43
2014/9/24 23:00,55097,48718,44.38
2014/9/25 0:00,52130,46244,33.06
2014/9/25 1:00,49536,41561,27.74
2014/9/25 2:00,49216,41178,27.85
2014/9/25 3:00,49344,38425,25.35
2014/9/25 4:00,48741,36711,25.07
2014/9/25 5:00,48903,37336,28.52
2014/9/25 6:00,52890,40842,44.93
2014/9/25 7:00,56955,48246,55.11
2014/9/25 8:00,57983,50981,55.99
2014/9/25 9:00,58895,52505,52.03
2014/9/25 10:00,59595,53455,48.26
2014/9/25 11:00,60532,53594,57.33
2014/9/25 12:00,60946,54084,49.95
2014/9/25 13:00,60334,54572,50.07
2014/9/25 14:00,59417,52613,48.5
2014/9/25 15:00,58452,51169,47.78
2014/9/25 16:00,57429,49906,46.05
2014/9/25 17:00,56777,48529,44.89
2014/9/25 18:00,57153,48930,48.84
2014/9/25 19:00,58891,51103,53.93
2014/9/25 20:00,59245,51468,53.66
2014/9/25 21:00,56385,49203,45.65
2014/9/25 22:00,54515,45812,43.3
2014/9/25 23:00,55117,48915,45.03
2014/9/26 0:00,51093,46305,36.29
2014/9/26 1:00,47755,41984,26.07
2014/9/26 2:00,47470,41651,24.09
2014/9/26 3:00,46962,38771,19.49
2014/9/26 4:00,46558,37189,21.45
2014/9/26 5:00,48182,37707,25.74
2014/9/26 6:00,51237,41517,40.06
2014/9/26 7:00,55877,48691,52.48
2014/9/26 8:00,56911,51398,52.37
2014/9/26 9:00,58176,52987,56.82
2014/9/26 10:00,58453,53762,59.53
2014/9/26 11:00,58759,53698,51.62
2014/9/26 12:00,58749,53946,51.28
2014/9/26 13:00,58606,54414,44.12
2014/9/26 14:00,57640,51810,42.72
2014/9/26 15:00,56453,50336,38.65
2014/9/26 16:00,54707,48690,36.81
2014/9/26 17:00,53839,47182,37.65
2014/9/26 18:00,53817,47815,42.05
2014/9/26 19:00,55334,49278,48.92
2014/9/26 20:00,54958,50383,52.71
2014/9/26 21:00,52952,48240,40.13
2014/9/26 22:00,52416,45374,42.64
2014/9/26 23:00,52652,48589,41.44
2014/9/27 0:00,48193,45867,39.4
2014/9/27 1:00,45114,40856,34.07
2014/9/27 2:00,44582,40191,29.76
2014/9/27 3:00,43731,37174,28.67
2014/9/27 4:00,43749,35203,28.11
2014/9/27 5:00,43741,34343,27.73
2014/9/27 6:00,44415,35979,30.95
2014/9/27 7:00,46238,38342,33.17
2014/9/27 8:00,47660,39280,35.93
2014/9/27 9:00,48921,41947,38.23
2014/9/27 10:00,49518,43732,37.16
2014/9/27 11:00,49664,44264,36.15
2014/9/27 12:00,51208,45437,40.51
2014/9/27 13:00,50829,47551,36.92
2014/9/27 14:00,49100,43743,31.58
2014/9/27 15:00,47462,42315,28.09
2014/9/27 16:00,47756,40909,30.34
2014/9/27 17:00,48191,39615,32.89
2014/9/27 18:00,49539,40869,39.32
2014/9/27 19:00,50837,42722,43.95
2014/9/27 20:00,51102,44513,39.54
2014/9/27 21:00,49888,43052,33.32
2014/9/27 22:00,48682,40878,33.72
2014/9/27 23:00,49377,44875,32.97
2014/9/28 0:00,47133,43272,27.9
2014/9/28 1:00,44939,38527,26.07
2014/9/28 2:00,44030,37834,25.65
2014/9/28 3:00,42871,34542,21.23
2014/9/28 4:00,42952,32574,21.64
2014/9/28 5:00,42917,31781,19.88
2014/9/28 6:00,43068,32664,21.12
2014/9/28 7:00,43601,34051,21.48
2014/9/28 8:00,44410,34299,22.7
2014/9/28 9:00,46260,36145,23.22
2014/9/28 10:00,46649,38236,22.04
2014/9/28 11:00,47097,40094,23.07
2014/9/28 12:00,47237,41622,24.13
2014/9/28 13:00,47162,43778,21.79
2014/9/28 14:00,46597,39325,17.41
2014/9/28 15:00,45528,37731,19.5
2014/9/28 16:00,45295,36250,24.01
2014/9/28 17:00,46458,35427,29.35
2014/9/28 18:00,49735,37151,34.34
2014/9/28 19:00,50875,40221,40.07
2014/9/28 20:00,51315,44150,40.56
2014/9/28 21:00,50683,43509,35.62
2014/9/28 22:00,49642,41009,35.27
2014/9/28 23:00,48744,44572,33.37
2014/9/29 0:00,48732,42289,25.66
2014/9/29 1:00,45982,38283,23.94
2014/9/29 2:00,45955,37961,25.05
2014/9/29 3:00,44988,35062,23.01
2014/9/29 4:00,44983,33586,22.61
2014/9/29 5:00,46925,34779,23.96
2014/9/29 6:00,50579,38563,44.95
2014/9/29 7:00,54140,45500,53.97
2014/9/29 8:00,55901,48403,57.54
2014/9/29 9:00,56474,50023,55.88
2014/9/29 10:00,56491,51533,50.12
2014/9/29 11:00,57172,51899,51.06
2014/9/29 12:00,58132,53005,51.67
2014/9/29 13:00,57844,53731,49.22
2014/9/29 14:00,56929,51492,48.23
2014/9/29 15:00,56026,50886,40.03
2014/9/29 16:00,55484,49611,44.96
2014/9/29 17:00,56104,48082,49.93
2014/9/29 18:00,56668,48476,53.99
2014/9/29 19:00,58205,50868,63.24
2014/9/29 20:00,58082,52789,53.41
2014/9/29 21:00,55059,49508,44.95
2014/9/29 22:00,52899,46098,38.1
2014/9/29 23:00,52965,49145,36.68
2014/9/30 0:00,51347,46585,32.69
2014/9/30 1:00,48249,41834,32.05
2014/9/30 2:00,47939,41509,30.56
2014/9/30 3:00,47982,38560,28.01
2014/9/30 4:00,48070,36754,26.69
2014/9/30 5:00,48010,37409,30.15
2014/9/30 6:00,52071,40618,44.49
2014/9/30 7:00,56633,47484,54.76
2014/9/30 8:00,57685,50149,58.41
2014/9/30 9:00,58635,51259,56.6
2014/9/30 10:00,59219,52601,54.56
2014/9/30 11:00,59674,53021,55.93
2014/9/30 12:00,59235,54393,52
2014/9/30 13:00,59117,54798,50.6
2014/9/30 14:00,58387,52660,48.59
2014/9/30 15:00,57698,51848,46.31
2014/9/30 16:00,56760,50566,48.67
2014/9/30 17:00,56718,49412,48.42
2014/9/30 18:00,57667,49574,51.99
2014/9/30 19:00,59014,51718,62.18
2014/9/30 20:00,58335,53166,53.97
2014/9/30 21:00,55091,49932,45.71
2014/9/30 22:00,53627,46546,46.4
2014/9/30 23:00,53712,49498,40.35
2014/10/1 0:00,50473,46845,46.44
2014/10/1 1:00,48192,41962,38.09
2014/10/1 2:00,48174,41707,32.01
2014/10/1 3:00,47496,38576,30.32
2014/10/1 4:00,47372,36995,30.39
2014/10/1 5:00,47388,37463,35.71
2014/10/1 6:00,50677,40806,48.11
2014/10/1 7:00,54847,47567,58
2014/10/1 8:00,56759,50613,60.88
2014/10/1 9:00,57657,51931,65
2014/10/1 10:00,58244,53331,65.08
2014/10/1 11:00,58642,53799,65.19
2014/10/1 12:00,58141,54898,63.65
2014/10/1 13:00,57616,55362,64.81
2014/10/1 14:00,57173,53126,60.9
2014/10/1 15:00,56074,52320,58
2014/10/1 16:00,55409,50813,52.7
2014/10/1 17:00,55539,49711,54.74
2014/10/1 18:00,56569,49818,56.75
2014/10/1 19:00,58107,52131,69.45
2014/10/1 20:00,57863,53927,70.98
2014/10/1 21:00,55085,50145,50.59
2014/10/1 22:00,52849,46373,54
2014/10/1 23:00,52203,49491,48
2014/10/2 0:00,50493,47020,38.29
2014/10/2 1:00,48511,42019,32.04
2014/10/2 2:00,48992,41727,31.7
2014/10/2 3:00,47560,38637,29.6
2014/10/2 4:00,47490,36811,29.62
2014/10/2 5:00,47773,37304,32.63
2014/10/2 6:00,51610,40852,48
2014/10/2 7:00,55524,48119,59.98
2014/10/2 8:00,57119,51312,59.64
2014/10/2 9:00,57584,52252,55.15
2014/10/2 10:00,58413,53348,53.91
2014/10/2 11:00,58796,53564,51.5
2014/10/2 12:00,58761,54581,55.98
2014/10/2 13:00,58626,54841,54.37
2014/10/2 14:00,57929,52755,51.87
2014/10/2 15:00,56872,51713,50.22
2014/10/2 16:00,56273,50458,48.92
2014/10/2 17:00,56219,49181,51.06
2014/10/2 18:00,56865,49589,52.9
2014/10/2 19:00,58384,51915,63.38
2014/10/2 20:00,58198,53877,61.04
2014/10/2 21:00,55424,49745,50.57
2014/10/2 22:00,52976,46205,52.43
