date, System load forecast, Zonal COMED load foecast,OT
2016/9/16 16:00,109510,14068,46.596573
2016/9/16 17:00,109283,14015,42.612159
2016/9/16 18:00,106580,13750,35.85785
2016/9/16 19:00,102949,13351,34.85369
2016/9/16 20:00,101117,13190,35.56004
2016/9/16 21:00,97583,13014,27.323874
2016/9/16 22:00,91311,12541,24.159567
2016/9/16 23:00,84109,11724,22.420481
2016/9/17 0:00,76636,10964,20.549039
2016/9/17 1:00,72206,10241,20.125755
2016/9/17 2:00,69407,9717,19.226685
2016/9/17 3:00,67623,9357,17.73152
2016/9/17 4:00,66988,9167,16.988623
2016/9/17 5:00,67726,9112,18.178093
2016/9/17 6:00,69353,9280,19.485716
2016/9/17 7:00,71870,9545,19.969152
2016/9/17 8:00,76735,10001,21.273226
2016/9/17 9:00,82044,10700,23.967133
2016/9/17 10:00,86532,11367,25.490009
2016/9/17 11:00,90193,11937,27.461527
2016/9/17 12:00,92945,12332,30.340009
2016/9/17 13:00,95203,12641,33.959552
2016/9/17 14:00,97081,12844,35.705086
2016/9/17 15:00,98966,13034,37.414648
2016/9/17 16:00,100651,13109,39.041596
2016/9/17 17:00,101261,13094,36.321032
2016/9/17 18:00,99601,12863,31.790787
2016/9/17 19:00,97090,12518,34.164101
2016/9/17 20:00,95968,12289,32.031335
2016/9/17 21:00,93071,12159,26.876253
2016/9/17 22:00,87704,11733,23.09115
2016/9/17 23:00,81448,11078,21.232156
2016/9/18 0:00,77130,10417,21.754417
2016/9/18 1:00,72876,9755,21.370301
2016/9/18 2:00,70096,9249,19.626796
2016/9/18 3:00,68244,8900,18.368505
2016/9/18 4:00,67343,8658,16.99843
2016/9/18 5:00,67503,8551,18.028753
2016/9/18 6:00,68429,8527,18.800247
2016/9/18 7:00,70136,8504,20.049492
2016/9/18 8:00,74983,8761,22.598835
2016/9/18 9:00,80723,9354,24.850614
2016/9/18 10:00,85795,9959,25.685172
2016/9/18 11:00,90447,10493,28.714595
2016/9/18 12:00,94465,10969,34.054346
2016/9/18 13:00,97648,11343,38.75327
2016/9/18 14:00,100156,11715,40.355919
2016/9/18 15:00,102326,12070,45.630047
2016/9/18 16:00,104362,12343,49.091055
2016/9/18 17:00,105373,12444,44.952891
2016/9/18 18:00,103936,12322,38.818819
2016/9/18 19:00,101638,11995,44.795761
2016/9/18 20:00,100866,11924,40.579498
2016/9/18 21:00,97567,11971,30.511873
2016/9/18 22:00,91374,11610,24.70137
2016/9/18 23:00,84506,10937,23.180627
2016/9/19 0:00,79546,10106,22.28337
2016/9/19 1:00,75505,9513,21.236432
2016/9/19 2:00,73057,9108,20.221694
2016/9/19 3:00,71866,8859,19.550264
2016/9/19 4:00,72542,8773,19.954149
2016/9/19 5:00,76282,8973,21.912998
2016/9/19 6:00,83078,9616,25.920743
2016/9/19 7:00,88041,10524,24.7051
2016/9/19 8:00,92305,11353,27.310918
2016/9/19 9:00,96671,12069,31.014632
2016/9/19 10:00,101217,12756,34.770263
2016/9/19 11:00,105213,13499,39.796
2016/9/19 12:00,108804,14168,47.201535
2016/9/19 13:00,112214,14786,49.856668
2016/9/19 14:00,114771,15448,52.810353
2016/9/19 15:00,116633,15931,63.498392
2016/9/19 16:00,117944,16268,68.435377
2016/9/19 17:00,117972,16358,59.392765
2016/9/19 18:00,115510,16117,46.909758
2016/9/19 19:00,112408,15526,46.575386
2016/9/19 20:00,111052,15268,43.009028
2016/9/19 21:00,106317,15056,32.956722
2016/9/19 22:00,98068,14249,26.152542
2016/9/19 23:00,89578,13074,23.999794
2016/9/20 0:00,82044,11456,22.511938
2016/9/20 1:00,77505,10627,21.538318
2016/9/20 2:00,74640,10037,19.966856
2016/9/20 3:00,73169,9665,18.70061
2016/9/20 4:00,73528,9472,19.1253
2016/9/20 5:00,77291,9587,21.876194
2016/9/20 6:00,84204,10160,30.156838
2016/9/20 7:00,88921,11039,27.74756
2016/9/20 8:00,93006,11871,31.270336
2016/9/20 9:00,97577,12633,37.118784
2016/9/20 10:00,102190,13346,40.460559
2016/9/20 11:00,106511,14050,44.7558
2016/9/20 12:00,110495,14638,50.883625
2016/9/20 13:00,114420,15148,55.461893
2016/9/20 14:00,117518,15679,63.49859
2016/9/20 15:00,119836,16037,79.664368
2016/9/20 16:00,121633,16251,90.558411
2016/9/20 17:00,121481,16209,78.135582
2016/9/20 18:00,118574,15831,53.933462
2016/9/20 19:00,114783,15101,55.227228
2016/9/20 20:00,113018,14748,47.725334
2016/9/20 21:00,108098,14488,39.817582
2016/9/20 22:00,99483,13759,30.985782
2016/9/20 23:00,90618,12678,25.480534
2016/9/21 0:00,82024,11232,22.467746
2016/9/21 1:00,77296,10454,20.805285
2016/9/21 2:00,74317,9926,19.374885
2016/9/21 3:00,72695,9582,17.453023
2016/9/21 4:00,72985,9426,18.64218
2016/9/21 5:00,76662,9558,21.356622
2016/9/21 6:00,83797,10172,25.835212
2016/9/21 7:00,88569,11095,25.30575
2016/9/21 8:00,92482,11899,26.540016
2016/9/21 9:00,97029,12656,31.411963
2016/9/21 10:00,101882,13407,34.690163
2016/9/21 11:00,106550,14198,40.635086
2016/9/21 12:00,110869,14899,45.627545
2016/9/21 13:00,115196,15552,53.69996
2016/9/21 14:00,118567,16257,56.661383
2016/9/21 15:00,121138,16811,65.438605
2016/9/21 16:00,123002,17227,72.88958
2016/9/21 17:00,122875,17328,62.837491
2016/9/21 18:00,119734,16964,52.882665
2016/9/21 19:00,116142,16248,49.867437
2016/9/21 20:00,114093,15929,43.958543
2016/9/21 21:00,108785,15602,34.008718
2016/9/21 22:00,100082,14806,26.934208
2016/9/21 23:00,91138,13640,24.715675
2016/9/22 0:00,82740,12273,22.779377
2016/9/22 1:00,77820,11356,21.220538
2016/9/22 2:00,74760,10708,20.242568
2016/9/22 3:00,73072,10275,18.993926
2016/9/22 4:00,73293,10057,19.816361
2016/9/22 5:00,76895,10147,22.339151
2016/9/22 6:00,84039,10768,27.739601
2016/9/22 7:00,88839,11701,26.785867
2016/9/22 8:00,93025,12556,27.136337
2016/9/22 9:00,97835,13353,31.209294
2016/9/22 10:00,102980,14094,34.889869
2016/9/22 11:00,107892,14907,41.140064
2016/9/22 12:00,112501,15605,48.547486
2016/9/22 13:00,117038,16237,54.515351
2016/9/22 14:00,120532,16888,58.41724
2016/9/22 15:00,123094,17378,67.522877
2016/9/22 16:00,124888,17730,74.281876
2016/9/22 17:00,124449,17790,63.125551
2016/9/22 18:00,121107,17406,52.96316
2016/9/22 19:00,117520,16643,50.742401
2016/9/22 20:00,115365,16266,44.605973
2016/9/22 21:00,109746,15920,36.683854
2016/9/22 22:00,100907,15045,28.064658
2016/9/22 23:00,91939,13841,25.236963
2016/9/23 0:00,82145,11737,22.233207
2016/9/23 1:00,77290,10897,21.109607
2016/9/23 2:00,74257,10316,20.019408
2016/9/23 3:00,72498,9910,19.095238
2016/9/23 4:00,72683,9704,19.588076
2016/9/23 5:00,76021,9788,21.578284
2016/9/23 6:00,82636,10350,26.296985
2016/9/23 7:00,87285,11158,25.756644
2016/9/23 8:00,91717,11963,26.370633
2016/9/23 9:00,96786,12726,28.835461
2016/9/23 10:00,102131,13427,32.633586
2016/9/23 11:00,107054,14141,39.03572
2016/9/23 12:00,111509,14719,43.170113
2016/9/23 13:00,115838,15192,47.083757
2016/9/23 14:00,119044,15664,52.33478
2016/9/23 15:00,121277,15955,65.068147
2016/9/23 16:00,122478,16043,68.103237
2016/9/23 17:00,121382,15893,50.794311
2016/9/23 18:00,117309,15431,43.110405
2016/9/23 19:00,112890,14742,41.997614
2016/9/23 20:00,110305,14380,39.458018
2016/9/23 21:00,105088,14053,33.367077
2016/9/23 22:00,97680,13469,27.002617
2016/9/23 23:00,89637,12536,25.679804
2016/9/24 0:00,79661,10901,23.88869
2016/9/24 1:00,74961,10194,22.589745
2016/9/24 2:00,71858,9687,21.090245
2016/9/24 3:00,69751,9338,20.006181
2016/9/24 4:00,68881,9159,20.014245
2016/9/24 5:00,69536,9132,20.695086
2016/9/24 6:00,71594,9322,21.688178
2016/9/24 7:00,73957,9614,22.252146
2016/9/24 8:00,78561,10000,23.095802
2016/9/24 9:00,83739,10691,25.134353
2016/9/24 10:00,88150,11356,27.084923
2016/9/24 11:00,91464,11946,29.953684
2016/9/24 12:00,93948,12347,33.215498
2016/9/24 13:00,95824,12639,35.694036
2016/9/24 14:00,97198,12817,38.166201
2016/9/24 15:00,98366,13009,43.85783
2016/9/24 16:00,99230,13105,46.767882
2016/9/24 17:00,99103,13118,40.131223
2016/9/24 18:00,97136,12908,33.168961
2016/9/24 19:00,95464,12618,37.175012
2016/9/24 20:00,94287,12469,32.290023
2016/9/24 21:00,90837,12305,26.786047
2016/9/24 22:00,85472,11870,24.615358
2016/9/24 23:00,79420,11200,24.206857
2016/9/25 0:00,70710,9837,19.932673
2016/9/25 1:00,67023,9268,19.740457
2016/9/25 2:00,64524,8840,17.448114
2016/9/25 3:00,63022,8558,14.139171
2016/9/25 4:00,62367,8367,13.757656
2016/9/25 5:00,62653,8300,14.800369
2016/9/25 6:00,63761,8318,16.443596
2016/9/25 7:00,65325,8345,18.445777
2016/9/25 8:00,69083,8560,20.304507
2016/9/25 9:00,73307,9128,22.220992
2016/9/25 10:00,76532,9732,23.380719
2016/9/25 11:00,79299,10340,24.85431
2016/9/25 12:00,81715,10846,25.804581
2016/9/25 13:00,83584,11237,26.902762
2016/9/25 14:00,85199,11645,27.461291
2016/9/25 15:00,86895,12023,29.945613
2016/9/25 16:00,88594,12323,34.030997
2016/9/25 17:00,89804,12486,35.773017
2016/9/25 18:00,89302,12438,29.273156
2016/9/25 19:00,89110,12141,34.788906
2016/9/25 20:00,89104,12146,32.300427
2016/9/25 21:00,85866,12061,26.633136
2016/9/25 22:00,80335,11608,24.127725
2016/9/25 23:00,74594,10907,22.520874
2016/9/26 0:00,69316,9844,20.258997
2016/9/26 1:00,66328,9278,19.879532
2016/9/26 2:00,64578,8875,16.864562
2016/9/26 3:00,63953,8640,14.974575
2016/9/26 4:00,64993,8553,18.938176
2016/9/26 5:00,68959,8696,21.968846
2016/9/26 6:00,76195,9284,26.720736
2016/9/26 7:00,81053,10168,26.505103
2016/9/26 8:00,83751,10861,27.347853
2016/9/26 9:00,86188,11340,28.673539
2016/9/26 10:00,88538,11661,29.670089
2016/9/26 11:00,90182,11911,34.075827
2016/9/26 12:00,91471,12007,34.909949
2016/9/26 13:00,92720,12041,37.306754
2016/9/26 14:00,93428,12112,37.932392
2016/9/26 15:00,93801,12104,37.628484
2016/9/26 16:00,94315,12029,39.605924
2016/9/26 17:00,94443,11957,37.66196
2016/9/26 18:00,93388,11755,33.478539
2016/9/26 19:00,93037,11458,40.437927
2016/9/26 20:00,92765,11499,35.685395
2016/9/26 21:00,89221,11538,28.281136
2016/9/26 22:00,82825,11138,24.732881
2016/9/26 23:00,76195,10373,23.297715
2016/9/27 0:00,70185,9331,20.976155
2016/9/27 1:00,67020,8777,20.500308
2016/9/27 2:00,65266,8434,19.57344
2016/9/27 3:00,64543,8224,19.664565
2016/9/27 4:00,65528,8150,19.931444
2016/9/27 5:00,69729,8336,23.023837
2016/9/27 6:00,77584,8911,28.43203
2016/9/27 7:00,82440,9822,27.547176
2016/9/27 8:00,84248,10459,27.214533
2016/9/27 9:00,85863,10871,27.779959
2016/9/27 10:00,87486,11160,28.558586
2016/9/27 11:00,88609,11406,29.964629
2016/9/27 12:00,89560,11545,29.970197
2016/9/27 13:00,90735,11636,30.523537
2016/9/27 14:00,91440,11705,29.815361
2016/9/27 15:00,91830,11696,30.487121
2016/9/27 16:00,92376,11630,30.471071
2016/9/27 17:00,92300,11537,29.498012
2016/9/27 18:00,91026,11331,28.411206
2016/9/27 19:00,91104,11094,33.72014
2016/9/27 20:00,91279,11331,30.577317
2016/9/27 21:00,87921,11313,27.041786
2016/9/27 22:00,81521,10863,24.67601
2016/9/27 23:00,74832,10062,23.281773
2016/9/28 0:00,70028,9260,20.641053
2016/9/28 1:00,66927,8741,20.416357
2016/9/28 2:00,65172,8421,19.414696
2016/9/28 3:00,64513,8218,18.317391
2016/9/28 4:00,65458,8167,19.620069
2016/9/28 5:00,69650,8351,22.66813
2016/9/28 6:00,77374,8938,26.674001
2016/9/28 7:00,82213,9889,26.727411
2016/9/28 8:00,84075,10522,26.518144
2016/9/28 9:00,85613,10856,27.145097
2016/9/28 10:00,87165,11073,27.297484
2016/9/28 11:00,88250,11261,28.36897
2016/9/28 12:00,89099,11349,29.822573
2016/9/28 13:00,90299,11429,30.828279
2016/9/28 14:00,90907,11521,30.758053
2016/9/28 15:00,91218,11480,30.959467
2016/9/28 16:00,91800,11418,30.655424
2016/9/28 17:00,91784,11335,29.390892
2016/9/28 18:00,90657,11174,28.979032
2016/9/28 19:00,90770,11035,35.069867
2016/9/28 20:00,90910,11243,31.8885
2016/9/28 21:00,87768,11208,27.879269
2016/9/28 22:00,81626,10796,24.197956
2016/9/28 23:00,74995,10010,22.891259
2016/9/29 0:00,70891,9188,20.11619
2016/9/29 1:00,67758,8678,19.325015
2016/9/29 2:00,65988,8355,18.149996
2016/9/29 3:00,65314,8170,17.826529
2016/9/29 4:00,66322,8101,18.411339
2016/9/29 5:00,70583,8290,21.587716
2016/9/29 6:00,78494,8863,25.672834
2016/9/29 7:00,83592,9768,26.409225
2016/9/29 8:00,85587,10445,26.909054
2016/9/29 9:00,87212,10870,27.513979
2016/9/29 10:00,88826,11156,28.494477
2016/9/29 11:00,89849,11401,29.559867
2016/9/29 12:00,90570,11539,29.486412
2016/9/29 13:00,91468,11637,29.965936
2016/9/29 14:00,91889,11744,31.122467
2016/9/29 15:00,91975,11739,30.622277
2016/9/29 16:00,92384,11671,29.171923
2016/9/29 17:00,92371,11572,28.943979
2016/9/29 18:00,91275,11361,26.753169
2016/9/29 19:00,91531,11166,30.555707
2016/9/29 20:00,91560,11316,29.057358
2016/9/29 21:00,88504,11305,26.444661
2016/9/29 22:00,82402,10906,23.152819
2016/9/29 23:00,75898,10143,21.678564
2016/9/30 0:00,70991,9400,17.008475
2016/9/30 1:00,67748,8860,16.543013
2016/9/30 2:00,65895,8527,15.588794
2016/9/30 3:00,65136,8321,15.037377
2016/9/30 4:00,66079,8250,15.88766
2016/9/30 5:00,69978,8417,18.778415
2016/9/30 6:00,77389,8999,23.248743
2016/9/30 7:00,82344,9923,24.969801
2016/9/30 8:00,84431,10580,25.30169
2016/9/30 9:00,86168,10982,26.789955
2016/9/30 10:00,87779,11265,27.484681
2016/9/30 11:00,88673,11512,28.131683
2016/9/30 12:00,89248,11633,28.115838
2016/9/30 13:00,89943,11675,28.309763
2016/9/30 14:00,90238,11748,27.941243
2016/9/30 15:00,90170,11703,27.447595
2016/9/30 16:00,90244,11592,28.316389
2016/9/30 17:00,89754,11462,27.720062
2016/9/30 18:00,88446,11236,26.607737
2016/9/30 19:00,87876,11025,28.327821
2016/9/30 20:00,87452,11152,27.377218
2016/9/30 21:00,84919,11071,25.130108
2016/9/30 22:00,80105,10747,22.897252
2016/9/30 23:00,74358,10073,21.571914
2016/10/1 0:00,68873,9321,19.16451
2016/10/1 1:00,65612,8755,19.198339
2016/10/1 2:00,63573,8391,17.987941
2016/10/1 3:00,62469,8157,17.161068
2016/10/1 4:00,62388,8041,17.304346
2016/10/1 5:00,63572,8049,17.66609
2016/10/1 6:00,65827,8231,19.389792
2016/10/1 7:00,68658,8547,20.958816
2016/10/1 8:00,72477,8873,22.164561
2016/10/1 9:00,75939,9321,24.105351
2016/10/1 10:00,78255,9697,24.896778
2016/10/1 11:00,79407,9958,25.409231
2016/10/1 12:00,79964,10064,26.068498
2016/10/1 13:00,80219,10078,26.137262
2016/10/1 14:00,80400,10038,26.772725
2016/10/1 15:00,80864,10014,26.175313
2016/10/1 16:00,81576,9981,27.754227
2016/10/1 17:00,81944,9987,27.118971
2016/10/1 18:00,81612,9911,27.338583
2016/10/1 19:00,82263,9947,29.268467
2016/10/1 20:00,82267,10083,28.430554
2016/10/1 21:00,80094,10052,25.529351
2016/10/1 22:00,75994,9787,23.250192
2016/10/1 23:00,71126,9275,21.979144
2016/10/2 0:00,66682,8796,19.254807
2016/10/2 1:00,63571,8323,18.779965
2016/10/2 2:00,61609,7987,17.553997
2016/10/2 3:00,60437,7772,15.397499
2016/10/2 4:00,60105,7649,15.411773
2016/10/2 5:00,60667,7614,15.601387
2016/10/2 6:00,62007,7675,17.020768
2016/10/2 7:00,63932,7761,19.247947
2016/10/2 8:00,67506,7931,20.835684
2016/10/2 9:00,71072,8344,22.952242
2016/10/2 10:00,73515,8729,23.523596
2016/10/2 11:00,75395,9056,24.298357
2016/10/2 12:00,76903,9276,24.604284
2016/10/2 13:00,77997,9429,25.168894
2016/10/2 14:00,78820,9532,25.591283
2016/10/2 15:00,79882,9628,25.770363
2016/10/2 16:00,81242,9683,26.663364
2016/10/2 17:00,82379,9769,26.014327
2016/10/2 18:00,82603,9797,28.07635
2016/10/2 19:00,84002,9812,37.177969
2016/10/2 20:00,84465,10116,30.126694
2016/10/2 21:00,81579,10140,25.550722
2016/10/2 22:00,76725,9868,23.651209
2016/10/2 23:00,71635,9317,21.423742
2016/10/3 0:00,66735,8603,20.913623
2016/10/3 1:00,64138,8210,20.74619
2016/10/3 2:00,62689,7959,19.731462
2016/10/3 3:00,62319,7835,19.302695
2016/10/3 4:00,63554,7822,20.136852
2016/10/3 5:00,67767,8030,22.934204
2016/10/3 6:00,75426,8644,30.697238
2016/10/3 7:00,80460,9600,29.244969
2016/10/3 8:00,82896,10279,28.853181
2016/10/3 9:00,84948,10699,30.93132
2016/10/3 10:00,86936,10986,33.647627
2016/10/3 11:00,88266,11261,34.64781
2016/10/3 12:00,89376,11416,36.688851
2016/10/3 13:00,90504,11513,37.309588
2016/10/3 14:00,91176,11646,36.482435
2016/10/3 15:00,91684,11672,37.241083
2016/10/3 16:00,92251,11629,38.306982
2016/10/3 17:00,92389,11593,36.303423
2016/10/3 18:00,91422,11429,38.520968
2016/10/3 19:00,91651,11212,44.866133
2016/10/3 20:00,91391,11360,36.295112
2016/10/3 21:00,87548,11259,30.560785
2016/10/3 22:00,81067,10793,26.274005
2016/10/3 23:00,74494,9992,25.411185
2016/10/4 0:00,69305,9276,22.492796
2016/10/4 1:00,66290,8744,21.353953
2016/10/4 2:00,64543,8414,20.752649
2016/10/4 3:00,63858,8221,19.871059
2016/10/4 4:00,64876,8153,20.482019
2016/10/4 5:00,69110,8332,23.000143
2016/10/4 6:00,77032,8947,30.554396
2016/10/4 7:00,81976,9955,31.129759
2016/10/4 8:00,83765,10614,29.828712
2016/10/4 9:00,85492,11060,32.111357
2016/10/4 10:00,87322,11344,36.602348
2016/10/4 11:00,88725,11731,39.831751
2016/10/4 12:00,89916,11941,40.291651
2016/10/4 13:00,91260,12097,39.067212
2016/10/4 14:00,92040,12290,38.898708
2016/10/4 15:00,92545,12321,39.208324
2016/10/4 16:00,93187,12271,41.916554
2016/10/4 17:00,93209,12205,37.636343
2016/10/4 18:00,92327,12011,38.199209
2016/10/4 19:00,92745,11833,44.275413
2016/10/4 20:00,92352,11999,37.233483
2016/10/4 21:00,88489,11846,30.214559
2016/10/4 22:00,82012,11328,25.823514
2016/10/4 23:00,75302,10480,24.106185
2016/10/5 0:00,69752,9661,21.778859
2016/10/5 1:00,66643,9088,20.692918
2016/10/5 2:00,64855,8710,20.042861
2016/10/5 3:00,64162,8481,19.021964
2016/10/5 4:00,65116,8390,20.00811
2016/10/5 5:00,69309,8568,22.403665
2016/10/5 6:00,77344,9190,28.133874
2016/10/5 7:00,82455,10273,27.557334
2016/10/5 8:00,84006,10959,27.278033
2016/10/5 9:00,85398,11376,29.327223
2016/10/5 10:00,86993,11735,31.048306
2016/10/5 11:00,88155,12096,32.700211
2016/10/5 12:00,89208,12333,36.349125
2016/10/5 13:00,90445,12533,38.457872
2016/10/5 14:00,91232,12808,41.273013
2016/10/5 15:00,91694,12942,43.833471
2016/10/5 16:00,92355,13020,43.976049
2016/10/5 17:00,92587,13042,42.058628
2016/10/5 18:00,92093,12881,42.266789
2016/10/5 19:00,92701,12783,46.974808
2016/10/5 20:00,92290,12804,40.695913
2016/10/5 21:00,88478,12505,31.389277
2016/10/5 22:00,82066,11919,26.091645
2016/10/5 23:00,75510,10988,24.60242
2016/10/6 0:00,70316,10252,23.000938
2016/10/6 1:00,67175,9607,22.081302
2016/10/6 2:00,65364,9182,21.278931
2016/10/6 3:00,64665,8912,20.706585
2016/10/6 4:00,65644,8804,21.07606
2016/10/6 5:00,69815,8971,23.192704
2016/10/6 6:00,77687,9593,30.732536
2016/10/6 7:00,82692,10601,29.383086
2016/10/6 8:00,84377,11344,29.614264
2016/10/6 9:00,85927,11893,37.875289
2016/10/6 10:00,87729,12360,42.445542
2016/10/6 11:00,89088,12797,44.990832
2016/10/6 12:00,90452,13175,45.700993
2016/10/6 13:00,91999,13517,49.026801
2016/10/6 14:00,93036,13899,50.152592
2016/10/6 15:00,93711,14122,49.471138
2016/10/6 16:00,94410,14276,50.073766
2016/10/6 17:00,94458,14329,49.922163
2016/10/6 18:00,93506,14088,46.116331
2016/10/6 19:00,93885,13804,55.531065
2016/10/6 20:00,93490,13833,45.858749
2016/10/6 21:00,89661,13575,37.272312
2016/10/6 22:00,83094,12923,30.663481
2016/10/6 23:00,76373,11916,25.433152
2016/10/7 0:00,70927,10459,24.751575
2016/10/7 1:00,67590,9753,23.353077
2016/10/7 2:00,65700,9322,21.928696
2016/10/7 3:00,64843,9023,21.56388
2016/10/7 4:00,65666,8894,22.026484
2016/10/7 5:00,69528,9036,24.345315
2016/10/7 6:00,76971,9647,37.040655
2016/10/7 7:00,81914,10706,36.045768
2016/10/7 8:00,83966,11398,38.640354
2016/10/7 9:00,85786,11815,40.876505
2016/10/7 10:00,87631,12125,42.342764
2016/10/7 11:00,88786,12391,46.179784
2016/10/7 12:00,89589,12458,45.422635
2016/10/7 13:00,90608,12471,45.25122
2016/10/7 14:00,91073,12501,46.59389
2016/10/7 15:00,91083,12369,48.518728
2016/10/7 16:00,91072,12169,47.625346
2016/10/7 17:00,90417,11936,44.798032
2016/10/7 18:00,88773,11668,41.184652
2016/10/7 19:00,88576,11527,46.496458
2016/10/7 20:00,87942,11625,41.820251
2016/10/7 21:00,84683,11366,35.796529
2016/10/7 22:00,79560,10941,30.513859
2016/10/7 23:00,73776,10243,26.800702
2016/10/8 0:00,68553,9122,22.460575
2016/10/8 1:00,65250,8582,19.85659
2016/10/8 2:00,63272,8259,18.992314
2016/10/8 3:00,62092,8043,18.316238
2016/10/8 4:00,61929,7930,18.058629
2016/10/8 5:00,63070,7959,18.68822
2016/10/8 6:00,65419,8147,20.393361
2016/10/8 7:00,68336,8458,23.283524
2016/10/8 8:00,71921,8727,26.882283
2016/10/8 9:00,75208,9124,29.742604
2016/10/8 10:00,77214,9407,30.975193
2016/10/8 11:00,78090,9578,31.406482
2016/10/8 12:00,78199,9606,30.40911
2016/10/8 13:00,77974,9558,30.189528
2016/10/8 14:00,77618,9466,29.39586
2016/10/8 15:00,77597,9409,29.097986
2016/10/8 16:00,77965,9376,29.766893
2016/10/8 17:00,78252,9370,29.192399
2016/10/8 18:00,78259,9328,29.560126
2016/10/8 19:00,79462,9475,33.255841
2016/10/8 20:00,79495,9728,30.686688
2016/10/8 21:00,77238,9729,29.04715
2016/10/8 22:00,73485,9488,25.264954
2016/10/8 23:00,69040,9021,22.973386
2016/10/9 0:00,64783,8506,21.431784
2016/10/9 1:00,61984,8066,21.321277
2016/10/9 2:00,60298,7812,20.905825
2016/10/9 3:00,59361,7634,19.969175
2016/10/9 4:00,59246,7547,19.925857
2016/10/9 5:00,59895,7555,20.919816
2016/10/9 6:00,61474,7616,21.377063
2016/10/9 7:00,63616,7740,22.114878
2016/10/9 8:00,66786,7895,22.757143
2016/10/9 9:00,69612,8210,24.799097
2016/10/9 10:00,71118,8490,25.251464
2016/10/9 11:00,71995,8705,25.645214
2016/10/9 12:00,72534,8836,25.586619
2016/10/9 13:00,72761,8930,25.461975
2016/10/9 14:00,72940,9004,25.545611
2016/10/9 15:00,73377,9030,25.73411
2016/10/9 16:00,74340,9055,26.370809
2016/10/9 17:00,75629,9096,26.908398
2016/10/9 18:00,76609,9157,29.378837
2016/10/9 19:00,78665,9295,35.646732
2016/10/9 20:00,79516,9638,30.267448
2016/10/9 21:00,77153,9692,28.012884
2016/10/9 22:00,72933,9443,25.068642
2016/10/9 23:00,68419,8944,23.055076
2016/10/10 0:00,65346,8327,20.384414
2016/10/10 1:00,63335,7965,20.186043
2016/10/10 2:00,62419,7773,19.864619
2016/10/10 3:00,62564,7677,19.294359
2016/10/10 4:00,64269,7687,19.723865
2016/10/10 5:00,69076,7924,22.162238
2016/10/10 6:00,77399,8565,32.775317
2016/10/10 7:00,82616,9589,31.178678
2016/10/10 8:00,83886,10204,30.282288
2016/10/10 9:00,84305,10521,31.838404
2016/10/10 10:00,84660,10724,33.232777
2016/10/10 11:00,84672,10942,33.006592
2016/10/10 12:00,84493,11054,33.289846
2016/10/10 13:00,84573,11128,33.52558
2016/10/10 14:00,84301,11247,32.887153
2016/10/10 15:00,84139,11224,33.217894
2016/10/10 16:00,84326,11178,32.858609
2016/10/10 17:00,84908,11106,31.989859
2016/10/10 18:00,85349,10990,33.526992
2016/10/10 19:00,87098,10970,38.637815
2016/10/10 20:00,87458,11195,33.182069
2016/10/10 21:00,84214,11050,29.647852
2016/10/10 22:00,78467,10567,25.254086
2016/10/10 23:00,72632,9787,23.537518
2016/10/11 0:00,69060,9039,23.49769
2016/10/11 1:00,66721,8533,23.554944
2016/10/11 2:00,65586,8229,23.083075
2016/10/11 3:00,65508,8049,22.959478
2016/10/11 4:00,67076,7994,23.144898
2016/10/11 5:00,71938,8190,25.702314
2016/10/11 6:00,80448,8826,38.994065
2016/10/11 7:00,85256,9870,36.380204
2016/10/11 8:00,85596,10501,33.101489
2016/10/11 9:00,85336,10851,34.357985
2016/10/11 10:00,85402,11087,35.865665
2016/10/11 11:00,85147,11293,36.776135
2016/10/11 12:00,84940,11398,35.159226
2016/10/11 13:00,85152,11463,36.128029
2016/10/11 14:00,85007,11571,37.543902
2016/10/11 15:00,84709,11542,35.628467
2016/10/11 16:00,84896,11469,36.426019
2016/10/11 17:00,85206,11388,33.258098
2016/10/11 18:00,85422,11241,35.147511
2016/10/11 19:00,87159,11185,41.361995
2016/10/11 20:00,87762,11398,33.959975
2016/10/11 21:00,84634,11274,30.639051
2016/10/11 22:00,78830,10777,26.024807
2016/10/11 23:00,72947,9993,23.566448
2016/10/12 0:00,68945,9325,22.788684
2016/10/12 1:00,66348,8785,22.570772
2016/10/12 2:00,65001,8446,21.777433
2016/10/12 3:00,64722,8248,21.562646
2016/10/12 4:00,66081,8182,21.677159
2016/10/12 5:00,70662,8365,23.468821
2016/10/12 6:00,78980,8953,32.793029
2016/10/12 7:00,83938,10013,35.20679
2016/10/12 8:00,84700,10720,34.468629
2016/10/12 9:00,85016,11096,34.528476
2016/10/12 10:00,85487,11326,37.1857
2016/10/12 11:00,85665,11554,40.254117
2016/10/12 12:00,85834,11623,39.929197
2016/10/12 13:00,86364,11661,41.420684
2016/10/12 14:00,86472,11724,41.424195
2016/10/12 15:00,86373,11649,40.93401
2016/10/12 16:00,86636,11560,40.240924
2016/10/12 17:00,86898,11456,34.812688
2016/10/12 18:00,86914,11321,38.175717
2016/10/12 19:00,88173,11288,41.361541
2016/10/12 20:00,88377,11377,36.574801
2016/10/12 21:00,85056,11170,31.227116
2016/10/12 22:00,79098,10682,26.045085
2016/10/12 23:00,72996,9916,23.61283
2016/10/13 0:00,68242,9083,22.470772
2016/10/13 1:00,65560,8595,22.348027
2016/10/13 2:00,64128,8315,21.914055
